10.0001	595.00
10.0205	581.00
10.041	565.00
10.0614	549.00
10.0818	532.00
10.1023	549.00
10.1227	526.00
10.1431	579.00
10.1636	568.00
10.184	550.00
10.2044	552.00
10.2249	525.00
10.2453	524.00
10.2657	543.00
10.2862	562.00
10.3066	521.00
10.327	583.00
10.3475	562.00
10.3679	503.00
10.3883	548.00
10.4087	552.00
10.4292	525.00
10.4496	521.00
10.47	561.00
10.4905	562.00
10.5109	525.00
10.5313	519.00
10.5518	536.00
10.5722	531.00
10.5926	514.00
10.6131	513.00
10.6335	498.00
10.6539	503.00
10.6744	513.00
10.6948	487.00
10.7152	494.00
10.7357	470.00
10.7561	537.00
10.7765	518.00
10.797	519.00
10.8174	485.00
10.8378	480.00
10.8583	496.00
10.8787	481.00
10.8991	509.00
10.9196	468.00
10.94	444.00
10.9604	481.00
10.9809	516.00
11.0013	500.00
11.0217	472.00
11.0421	480.00
11.0626	489.00
11.083	503.00
11.1034	450.00
11.1239	454.00
11.1443	475.00
11.1647	446.00
11.1852	445.00
11.2056	468.00
11.226	470.00
11.2465	462.00
11.2669	487.00
11.2873	472.00
11.3078	450.00
11.3282	480.00
11.3486	490.00
11.3691	429.00
11.3895	446.00
11.4099	445.00
11.4304	466.00
11.4508	422.00
11.4712	474.00
11.4917	461.00
11.5121	438.00
11.5325	403.00
11.553	398.00
11.5734	439.00
11.5938	435.00
11.6143	434.00
11.6347	439.00
11.6551	419.00
11.6755	428.00
11.696	449.00
11.7164	445.00
11.7368	397.00
11.7573	464.00
11.7777	444.00
11.7981	416.00
11.8186	442.00
11.839	410.00
11.8594	424.00
11.8799	420.00
11.9003	431.00
11.9207	442.00
11.9412	458.00
11.9616	474.00
11.982	483.00
12.0025	467.00
12.0229	514.00
12.0433	516.00
12.0638	489.00
12.0842	459.00
12.1046	417.00
12.1251	447.00
12.1455	375.00
12.1659	374.00
12.1864	428.00
12.2068	413.00
12.2272	403.00
12.2476	402.00
12.2681	362.00
12.2885	402.00
12.3089	379.00
12.3294	356.00
12.3498	374.00
12.3702	384.00
12.3907	381.00
12.4111	348.00
12.4315	314.00
12.452	381.00
12.4724	373.00
12.4928	313.00
12.5133	360.00
12.5337	347.00
12.5541	345.00
12.5746	323.00
12.595	301.00
12.6154	338.00
12.6359	368.00
12.6563	337.00
12.6767	331.00
12.6972	317.00
12.7176	311.00
12.738	329.00
12.7585	336.00
12.7789	359.00
12.7993	312.00
12.8198	317.00
12.8402	330.00
12.8606	312.00
12.881	315.00
12.9015	300.00
12.9219	315.00
12.9423	353.00
12.9628	309.00
12.9832	326.00
13.0036	335.00
13.0241	303.00
13.0445	315.00
13.0649	290.00
13.0854	275.00
13.1058	292.00
13.1262	298.00
13.1467	291.00
13.1671	301.00
13.1875	287.00
13.208	303.00
13.2284	261.00
13.2488	289.00
13.2693	281.00
13.2897	307.00
13.3101	289.00
13.3306	319.00
13.351	263.00
13.3714	257.00
13.3919	272.00
13.4123	268.00
13.4327	289.00
13.4532	293.00
13.4736	273.00
13.494	254.00
13.5144	268.00
13.5349	272.00
13.5553	301.00
13.5757	274.00
13.5962	264.00
13.6166	259.00
13.637	276.00
13.6575	254.00
13.6779	258.00
13.6983	275.00
13.7188	278.00
13.7392	312.00
13.7596	363.00
13.7801	342.00
13.8005	340.00
13.8209	365.00
13.8414	336.00
13.8618	308.00
13.8822	274.00
13.9027	235.00
13.9231	241.00
13.9435	246.00
13.964	217.00
13.9844	226.00
14.0048	246.00
14.0253	256.00
14.0457	243.00
14.0661	240.00
14.0865	262.00
14.107	256.00
14.1274	279.00
14.1478	289.00
14.1683	283.00
14.1887	233.00
14.2091	254.00
14.2296	237.00
14.25	240.00
14.2704	240.00
14.2909	218.00
14.3113	272.00
14.3317	241.00
14.3522	213.00
14.3726	259.00
14.393	217.00
14.4135	253.00
14.4339	233.00
14.4543	204.00
14.4748	228.00
14.4952	206.00
14.5156	216.00
14.5361	241.00
14.5565	211.00
14.5769	230.00
14.5974	215.00
14.6178	223.00
14.6382	202.00
14.6587	213.00
14.6791	196.00
14.6995	221.00
14.7199	219.00
14.7404	175.00
14.7608	248.00
14.7812	214.00
14.8017	228.00
14.8221	209.00
14.8425	245.00
14.863	243.00
14.8834	205.00
14.9038	197.00
14.9243	216.00
14.9447	236.00
14.9651	207.00
14.9856	193.00
15.006	207.00
15.0264	241.00
15.0469	215.00
15.0673	236.00
15.0877	253.00
15.1082	279.00
15.1286	297.00
15.149	364.00
15.1695	361.00
15.1899	361.00
15.2103	310.00
15.2308	268.00
15.2512	236.00
15.2716	213.00
15.2921	210.00
15.3125	215.00
15.3329	178.00
15.3533	170.00
15.3738	191.00
15.3942	193.00
15.4146	180.00
15.4351	207.00
15.4555	217.00
15.4759	201.00
15.4964	190.00
15.5168	194.00
15.5372	163.00
15.5577	184.00
15.5781	179.00
15.5985	162.00
15.619	194.00
15.6394	179.00
15.6598	206.00
15.6803	158.00
15.7007	165.00
15.7211	162.00
15.7416	204.00
15.762	178.00
15.7824	163.00
15.8029	165.00
15.8233	166.00
15.8437	172.00
15.8642	154.00
15.8846	169.00
15.905	151.00
15.9254	189.00
15.9459	162.00
15.9663	174.00
15.9867	147.00
16.0072	174.00
16.0276	157.00
16.048	152.00
16.0685	160.00
16.0889	170.00
16.1093	164.00
16.1298	171.00
16.1502	163.00
16.1706	147.00
16.1911	163.00
16.2115	168.00
16.2319	161.00
16.2524	160.00
16.2728	182.00
16.2932	160.00
16.3137	141.00
16.3341	172.00
16.3545	168.00
16.375	169.00
16.3954	173.00
16.4158	178.00
16.4363	163.00
16.4567	156.00
16.4771	159.00
16.4976	136.00
16.518	159.00
16.5384	166.00
16.5588	133.00
16.5793	171.00
16.5997	138.00
16.6201	137.00
16.6406	146.00
16.661	156.00
16.6814	146.00
16.7019	160.00
16.7223	150.00
16.7427	150.00
16.7632	152.00
16.7836	159.00
16.804	141.00
16.8245	162.00
16.8449	145.00
16.8653	137.00
16.8858	135.00
16.9062	161.00
16.9266	142.00
16.9471	165.00
